"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"","","","","node-repl/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-repl/","text/html; charset=utf-8","200","OK","Indexable","","The-package-lock.json-file | webdevhub","38","347","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","The-package-lock.json-file","26","","0","Use the tab to autocomplete","27","Exploring JavaScript objects","28","","","","","","","","","","261948","528","2.720","2","","179","170","0","97.700","210","199","0","51","46","0","","","","","ed6db1281be434ad966192a32cbe3333","5.004","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-repl/","2022-01-05 20:34:41"
"","","","","basic-web-dev/","","1","https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","text/html;charset=UTF-8","200","OK","Indexable","","Web Dev Review | webdevhub","26","268","Review-Of-Previous-Concepts","27","190","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Web Dev Review","14","Review-Of-Previous-Concepts","27","description: Review","19","Jump to Section","15","","","","","","","","","","294972","5227","11.979","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","3306882b40aa8f0c1d784d0bc8b6aee7","0.266","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","2022-01-05 20:34:46"
"","","","","v8/","","1","https://bgoonz-blog.netlify.app/docs/articles/v8/","text/html;charset=UTF-8","200","OK","Indexable","","npm global or local packages | webdevhub","40","373","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","npm global or local packages","28","","0","Jump to Section","15","","0","","","","","","","","","","231102","287","2.532","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","bc2384a7923310435a31177226f85ec4","0.280","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/v8/","2022-01-05 20:34:48"
"","","","","understanding-firebase/","","1","https://bgoonz-blog.netlify.app/docs/articles/understanding-firebase/","text/html;charset=UTF-8","200","OK","Indexable","","Firebase | webdevhub","20","194","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Firebase","8","Understand Firebase projects","28","Relationship between Firebase projects, apps, and products","58","Relationship between Firebase projects and Google Cloud","55","","","","","","","","","","250426","2279","7.418","2","","179","170","0","97.700","209","198","0","119","82","0","","","","","9e664999e9d748f42c4791f0a7cf71b","0.261","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/understanding-firebase/","2022-01-05 20:34:49"
"","","","","writing-files/","","1","https://bgoonz-blog.netlify.app/docs/articles/writing-files/","text/html; charset=utf-8","200","OK","Indexable","","Writing Files","13","108","This is the Writing Files page. The easiest way to write to files in Node.js is to use the fs.writeFile() API. const fs = require('fs');","136","789","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Writing Files","13","","0","Append to a file","16","Using streams","13","","","","","","","","","","262481","419","2.611","2","","180","170","0","97.700","210","199","0","53","48","0","","","","","99cd5b0505fdd9cd24af1000b68f42e6","5.360","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/writing-files/","2022-01-05 20:34:46"
"","","","","os-module/","","1","https://bgoonz-blog.netlify.app/docs/articles/os-module/","text/html;charset=UTF-8","200","OK","Indexable","","OS-Module | webdevhub","21","217","OS-Module","9","71","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","OS-Module","9","This module provides many functions that you can use to retrieve information from the underlying operating system and the computer the program runs on, and interact with it.","173","os.arch()","9","os.cpus()","9","","","","","","","","","","233645","478","3.199","2","","179","170","0","97.700","209","198","0","50","45","0","","","","","b3c62381140e7ba84fdfc592b0559378","0.297","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/os-module/","2022-01-05 20:35:04"
"","","","","node-run-cli/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-run-cli/","text/html;charset=UTF-8","200","OK","Indexable","","node-cli-args | webdevhub","25","231","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","node-cli-args","13","","0","Jump to Section","15","","0","","","","","","","","","","229933","208","2.311","2","","179","170","0","97.700","209","198","0","49","44","0","","","","","fba7dccd2db320b9884e80fa3819df4a","0.269","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-run-cli/","2022-01-05 20:35:10"
"","","","","npx/","","1","https://bgoonz-blog.netlify.app/docs/articles/npx/","text/html;charset=UTF-8","200","OK","Indexable","","The npx Node.js Package Runner | webdevhub","42","409","npx is a very cool way to run Node.js code, and provides many useful features","77","490","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","The npx Node.js Package Runner","30","NPX:","4","Easily run local commands","25","Installation-less command execution","35","","","","","","","","","","231560","433","2.920","2","","179","170","0","97.700","209","198","0","50","45","0","","","","","7662681bab08e358e2092517a2dd846e","0.258","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/npx/","2022-01-05 20:35:12"
"","","","","nodevsbrowser/","","1","https://bgoonz-blog.netlify.app/docs/articles/nodevsbrowser/","text/html;charset=UTF-8","200","OK","Indexable","","Node vs Browser","15","151","Both the browser and Node.js use JavaScript as their programming language.You can pass any number of arguments when invoking a Node.js application using","152","1005","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node vs Browser","15","","0","Jump to Section","15","","0","","","","","","","","","","231816","394","2.791","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","9c469e2a2c4675bcc472b295dd803068","0.254","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/nodevsbrowser/","2022-01-05 20:35:14"
"","","","","how-the-web-works/","","1","https://bgoonz-blog.netlify.app/docs/articles/how-the-web-works/","text/html;charset=UTF-8","200","OK","Indexable","","How The Web Works | webdevhub","29","305","Perhaps the first thing to establish in our discussion of the web is what exactly it is. This chapter will look in brief overview at the core technologies that go together to make the World Wide Web.","199","1211","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","How The Web Works","17","","0","What is the World Wide Web?","27","TCP/IP and DNS","14","","","","","","","","","","242775","2573","7.824","2","","179","170","0","97.700","209","198","0","54","49","0","","","","","283898c8f485790c22d6c78bf11048ac","0.260","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/how-the-web-works/","2022-01-05 20:35:26"
"","","","","web-standards-checklist/","","1","https://bgoonz-blog.netlify.app/docs/articles/web-standards-checklist/","text/html;charset=UTF-8","200","OK","Indexable","","Web Standards Checklist","23","222","as an aid for developers who are interested in moving towards web standards","75","487","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Web Standards Checklist","23","","0","Web Standards Checklist","23","Jump to Section","15","","","","","","","","","","255830","2779","8.098","2","","179","170","0","97.700","209","198","0","155","93","0","","","","","201088e6712f37afc5589c311250d501","0.289","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/web-standards-checklist/","2022-01-05 20:35:45"
"","","","","modules/","","1","https://bgoonz-blog.netlify.app/docs/articles/modules/","text/html;charset=UTF-8","200","OK","Indexable","","Node Modules System | webdevhub","31","315","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node Modules System","19","Modules in Javascript","21","","0","","0","","","","","","","","","","213345","1292","3.951","2","","179","171","0","98.280","26","18","0","59","52","0","","","","","bee7e9f0f6dc3e80e3627a46374f914e","0.260","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/modules/","2022-01-05 20:35:49"
"","","","","how-search-engines-work/","","1","https://bgoonz-blog.netlify.app/docs/articles/how-search-engines-work/","text/html;charset=UTF-8","200","OK","Indexable","","The Anatomy of a Search Engine | webdevhub","42","406","hardware performance and cost have improved dramatically to partially offset the difficulty. There are, however, several notable exceptions to this progress such as disk seek time and operating system robustness. In designing Google, we have considered both the rate of growth of the Web and technological changes. Google is designed to scale well to extremely large data sets. It makes efficient use of storage space to store the index. Its data structures are optimized for fast and efficient access (see section 4.2). Further, we expect that the cost to index and store text or HTML will eventually decline relative to the amount that will be available (see Appendix B). This will result in favorable scaling properties for centralized systems like Google.","759","4689","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","The Anatomy of a Search Engine","30","The Anatomy of a Search Engine","30","Excerpt","7","1. Introduction","15","","","","","","","","","","285030","8683","19.487","2","","179","170","0","97.700","209","198","0","79","54","0","","","","","7700d968591f230bcb99235a6a8dd6f9","0.268","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/how-search-engines-work/","2022-01-05 20:36:12"
"","","","","dev-dep/","","1","https://bgoonz-blog.netlify.app/docs/articles/dev-dep/","text/html;charset=UTF-8","200","OK","Indexable","","Dependencies","12","124","install an npm package using npm install you are installing it as a dependency. (npm install --production) to avoid installing those development dependencies.","158","989","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Dev Dependencies","16","","0","Jump to Section","15","","0","","","","","","","","","","229758","140","2.193","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","e1fb9b2d2278bb31c4cfbb7754592162","0.313","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/dev-dep/","2022-01-05 20:36:15"
"","","","","node-env-variables/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-env-variables/","text/html;charset=UTF-8","200","OK","Indexable","","module.exports API","18","172","When you want to import something you use

const library = require('./library');","80","488","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node Export Module","18","","0","Jump to Section","15","","0","","","","","","","","","","230127","251","2.406","2","","179","170","0","97.700","209","198","0","49","44","0","","","","","18d10629817259b036c99e479021e656","0.258","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-env-variables/","2022-01-05 20:36:16"
"","","","","buffers/","","1","https://bgoonz-blog.netlify.app/docs/articles/buffers/","text/html;charset=UTF-8","200","OK","Indexable","","Node Buffers | webdevhub","24","232","A buffer is an area of memory. JavaScript developers are not familiar with this concept, much less than C, C++ or Go developers","127","805","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node Buffers","12","","0","What is a buffer?","17","Why do we need a buffer?","24","","","","","","","","","","235570","685","3.585","2","","179","170","0","97.700","209","198","0","56","44","0","","","","","cfe5f88caeecd73c734b31b0d4642699","0.226","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/buffers/","2022-01-05 20:36:19"
"","","","","node-common-modules/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-common-modules/","text/html;charset=UTF-8","200","OK","Indexable","","Common Modules | webdevhub","26","275","This section is similar to a blog but is more technical in nature and time invariant with regard to content.","108","648","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Common Modules","14","","0","Modules: CommonJS modules#","26","Jump to Section","15","","","","","","","","","","270275","4060","11.183","2","","179","170","0","97.700","209","198","0","152","54","0","","","","","bb71c440e8216b5ed3317d9250b9a338","0.330","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-common-modules/","2022-01-05 20:36:28"
"","","","","event-loop/","","1","https://bgoonz-blog.netlify.app/docs/articles/event-loop/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","","","","","","","https://bgoonz-blog.netlify.app/docs/articles/event-loop/","2022-01-05 20:36:17"
"","","","","http/","","1","https://bgoonz-blog.netlify.app/docs/articles/http/","text/html;charset=UTF-8","200","OK","Indexable","","The HTTP Protocol | webdevhub","29","285","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","The HTTP Protocol","17","","0","The HTTP Protocol","17","Example HTTP Request","20","","","","","","","","","","231745","414","2.780","2","","179","170","0","97.700","209","198","0","58","48","0","","","","","59a71ce576219119eec79ef8ce7bc95b","0.292","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/http/","2022-01-05 20:36:48"
"","","","","nextjs/","","1","https://bgoonz-blog.netlify.app/docs/articles/nextjs/","text/html;charset=UTF-8","200","OK","Indexable","","lorem-ipsum | webdevhub","23","224","NextJS is a JavaScript framework. It lets you build server-side rendering and static web applications using React. It’s a great tool to build your next website. It has many great features and advantages, which can make Nextjs your first option for building your next web application.","283","1735","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","lorem-ipsum","11","","0","# Nextjs for everyone — with some basic knowledge of React","58","Excerpt","7","","","","","","","","","","269282","1239","4.221","2","","179","170","0","97.700","210","199","0","70","65","0","","","","","f843aa76f0fe9c074bfd173712ca2703","0.293","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/nextjs/","2022-01-05 20:36:51"
"","","","","node-api-express/","","1","https://bgoonz-blog.netlify.app/docs/articles/node-api-express/","text/html; charset=utf-8","200","OK","Indexable","","Node APIs With Express","22","216","Review-Of-Previous-Concepts","27","190","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Node APIs With Express","22","","0","Jump to Section","15","","0","","","","","","","","","","340299","9590","18.297","2","","179","170","0","97.700","210","199","0","109","101","0","","","","","3e589db3a0a298fd8997a821e2c7fb2e","17.393","","","","","1.1","https://bgoonz-blog.netlify.app/docs/articles/node-api-express/","2022-01-05 20:36:49"
"","","","quick-reference/","","","18","https://bgoonz-blog.netlify.app/docs/quick-reference/","text/html;charset=UTF-8","200","OK","Indexable","","Cheat Sheets","12","119","This is the Cheat Sheets page","29","191","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","QuickRef","8","Quick Reference","15","Jump to Section","15","","0","","","","","","","","","","233103","74","1.948","1","","181","171","0","98.280","226","198","0","48","43","0","","","","","315f35ae51036244380e6fa17144b7c8","0.244","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/","2022-01-05 20:32:26"
"","","","","vscode-themes/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/vscode-themes/","text/html;charset=UTF-8","200","OK","Indexable","","vscode-themes","13","133","This is the vscode-themes page","30","201","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","vscode-themes","13","My Favorite VSCode Themes","25","Jump to Section","15","","0","","","","","","","","","","236961","683","3.516","2","","180","170","0","97.700","209","198","0","90","81","0","","","","","20f4196596e92e37982370815b4f206e","0.275","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/vscode-themes/","2022-01-05 20:32:47"
"","","","","Emmet/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/Emmet/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","172","170","0","97.700","0","0","0","0","0","0","","","","","","1.098","","https://bgoonz-blog.netlify.app/docs/quick-reference/emmet/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/Emmet/","2022-01-05 20:32:48"
"","","","","all-emojis/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/","text/html;charset=UTF-8","200","OK","Indexable","","All Emojis | webdevhub","22","202","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","All Emojis","10","","0","All Emojis","10","Animals & Nature","16","","","","","","","","","","303069","3767","8.798","2","","179","170","0","97.700","210","199","0","80","64","0","","","","","341eb0fc1b6887089544c40ffd02d668","0.296","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/","2022-01-05 20:33:02"
"","","","","new-repo-instructions/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/","text/html;charset=UTF-8","200","OK","Indexable","","new-repo-git","12","111","This is the new-repo-git page","29","184","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","new-repo-git","12","","0","Jump to Section","15","","0","","","","","","","","","","225281","92","2.124","2","","180","170","0","97.700","209","198","0","48","43","0","","","","","53ce5dbc53a336ef5bc8954db42d79fb","0.373","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/","2022-01-05 20:33:34"
"","","","","minifiction/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/","text/html;charset=UTF-8","200","OK","Indexable","","How To Minify Code For Better Web Performance | webdevhub","57","557","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","How To Minify Code For Better Web Performance","45","","0","How to Minify Your Minify your HTML, CSS and JavaScript Using an Online Tool","76","Jump to Section","15","","","","","","","","","","232733","437","2.888","2","","179","170","0","97.700","209","198","0","59","54","0","","","","","91c66b004e9361dbbd269d4abf785bf5","0.277","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/","2022-01-05 20:33:43"
"","","","","installation/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/installation/","text/html;charset=UTF-8","200","OK","Indexable","","Installation","12","93","This is the installation page","29","172","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Installation","12","Basic Web Development Environment Setup","39","Windows Subsystem for Linux (WSL) and Ubuntu","44","If you found this guide helpful feel free to checkout my github/gists where I host similar content:","99","","","","","","","","","","237207","1065","4.433","2","","180","170","0","97.700","209","198","0","53","48","0","","","","","5e4feef7178b2efb53ae8a49cab217ce","0.280","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/installation/","2022-01-05 20:33:46"
"","","","","markdown-dropdowns/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/","text/html;charset=UTF-8","200","OK","Indexable","","Markdown Dropdown | webdevhub","29","305","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Markdown Dropdown","17","Markdown Dropdown:","18","Jump to Section","15","","0","","","","","","","","","","229409","60","1.975","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","87a26a594a4bf0df6d373b173496b36d","0.303","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/","2022-01-05 20:33:46"
"","","","","git-tricks/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/","text/html;charset=UTF-8","200","OK","Indexable","","Git Tricks | webdevhub","22","202","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Git Tricks","10","","0","Useful config 🔗","16","Safest way to “update” a local copy 🔗","38","","","","","","","","","","231868","396","2.757","2","","179","170","0","97.700","209","198","0","58","47","0","","","","","22d453548fe936a276c46386b9faca08","0.248","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/","2022-01-05 20:33:57"
"","","","","google-firebase/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/","text/html;charset=UTF-8","200","OK","Indexable","","Add Firebase to your JavaScript project Note:","45","402","Add Firebase to your JavaScript project Note:","45","286","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Firebase (Firebasics)","21","","0","Step 1: Create a Firebase project and register your app","55","Step 2: Install the SDK and initialize Firebase","47","","","","","","","","","","233550","529","3.158","2","","180","170","0","97.700","210","198","0","65","53","0","","","","","99bd7abfe2c3c546326b8bd990694d06","0.256","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/","2022-01-05 20:34:01"
"","","","","pull-request-rubric/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/","text/html;charset=UTF-8","200","OK","Indexable","","Pull Request Template | webdevhub","33","315","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Pull Request Template","21","","0","Pull Requests","13","Jump to Section","15","","","","","","","","","","263056","583","2.993","2","","179","170","0","97.700","210","199","0","57","52","0","","","","","cf8189d8d30b64070ad0d32e85ad7822","0.265","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/","2022-01-05 20:34:31"
"","","","","quick-links/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/","text/html;charset=UTF-8","200","OK","Indexable","","Quick Links | webdevhub","23","218","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Quick Links","11","Gitbook Websites:","17","Jump to Section","15","","0","","","","","","","","","","228321","31","1.886","2","","179","170","0","97.700","209","198","0","53","48","0","","","","","9288d2ee710468aba8be58d8ecb0047","0.357","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/","2022-01-05 20:34:36"
"","","","","git-bash/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/","text/html; charset=utf-8","200","OK","Indexable","","Git Bash | webdevhub","20","193","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Git Bash","8","Git Bash‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌","23","What is Git Bash?","17","How to install Git Bash","23","","","","","","","","","","260944","560","2.857","2","","179","170","0","97.700","210","199","0","60","55","0","","","","","9f6ec22c508e6a3d80fbc7dc2e7d6d89","5.479","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/","2022-01-05 20:34:34"
"","","","","heroku-error-codes/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/","text/html;charset=UTF-8","200","OK","Indexable","","Heroku Error Codes | webdevhub","30","293","embeded developer tools and utilities","37","235","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Heroku Error Codes","18","Heroku Error Codes","18","Table of Contents","17","H10 - App crashed","17","","","","","","","","","","269609","4197","12.500","2","","179","170","0","97.700","209","198","0","169","70","0","","","","","2600c2549d686e92b305207fe17322a7","0.240","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/","2022-01-05 20:35:00"
"","","","","understanding-path/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/","text/html;charset=UTF-8","200","OK","Indexable","","Understanding PATH | webdevhub","30","299","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Understanding PATH","18","","0","Jump to Section","15","","0","","","","","","","","","","233577","637","3.500","2","","180","170","0","97.700","209","198","0","52","45","0","","","","","1033f4b0beb0696dcea36a75bd4bb8ce","0.299","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/","2022-01-05 20:35:32"
"","","","","psql-setup/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/","text/html;charset=UTF-8","200","OK","Indexable","","PostgreSQL Setup | webdevhub","28","283","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","PostgreSQL Setup","16","PostgreSQL Setup For Windows & WSL/Ubuntu","41","Jump to Section","15","","0","","","","","","","","","","248954","2369","7.689","2","","179","170","0","97.700","211","198","0","64","57","0","","","","","a7b9c7d8ad72ccc6fd497e827e34e45e","0.286","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/","2022-01-05 20:36:37"
"","","","","topRepos/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/topRepos/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","1.043","","https://bgoonz-blog.netlify.app/docs/quick-reference/toprepos/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/topRepos/","2022-01-05 20:36:41"
"","","","","create-react-app/","","1","https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/","text/html;charset=UTF-8","200","OK","Indexable","","Getting Started W Create React App | webdevhub","46","442","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Getting Started W Create React App","34","Getting Started with Create React App","37","Available Scripts","17","Learn More","10","","","","","","","","","","232646","362","2.892","2","","179","170","0","97.700","209","198","0","60","54","0","","","","","8b22cd2cb69723e6b811f6c623a71d1e","0.300","","","","","1.1","https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/","2022-01-05 20:36:55"
"","","","interview/","","","3","https://bgoonz-blog.netlify.app/docs/interview/","text/html;charset=UTF-8","200","OK","Indexable","","Interviewing | webdevhub","24","221","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Interviewing","12","Navigation","10","Resume","6","Cover Letter","12","","","","","","","","","","289523","3662","9.293","1","","180","171","0","98.280","211","198","0","456","448","0","","","","","8f08fa85717759126744f203c28e150d","0.323","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interview/","2022-01-05 20:32:38"
"","","","","job-search-nav/","","1","https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/","text/html;charset=UTF-8","200","OK","Indexable","","Job Search Navigation | webdevhub","33","313","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Job Search Navigation","21","Navigation","10","Resume","6","Cover Letter","12","","","","","","","","","","235689","232","2.248","1","","353","174","0","100.000","209","198","0","105","100","0","","","","","ffc9a5139b1de3d9a2f11d7a6965998b","0.326","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/","2022-01-05 20:32:28"
"","","","","review-concepts/","","1","https://bgoonz-blog.netlify.app/docs/interview/review-concepts/","text/html; charset=utf-8","200","OK","Indexable","","Review Of Concepts | webdevhub","30","298","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Review Of Concepts","18","Review-Of-Previous-Concepts","27","Jump to Section","15","","0","","","","","","","","","","294378","5222","11.979","2","","179","170","0","97.700","210","199","0","51","46","0","","","","","4922022a52722553d8aa166296cb3c4f","6.712","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interview/review-concepts/","2022-01-05 20:35:15"
"","","","react/","","","11","https://bgoonz-blog.netlify.app/docs/react/","text/html;charset=UTF-8","200","OK","Indexable","","React","5","52","This is the React page","22","142","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","React","5","React","5","Learn Redux:","12","ALL CODE:","9","","","","","","","","","","231651","144","2.192","1","","181","171","0","98.280","219","198","0","52","47","0","","","","","55293275b2ba429f6152e4e658020bb8","0.294","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/","2022-01-05 20:32:29"
"","","","","dont-use-index-as-keys/","","1","https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/","text/html;charset=UTF-8","200","OK","Indexable","","Lists and Keys","14","129","Let me explain, a _key_ is the only thing React uses to identify DOM elements. What happens if you push an item to the list or remove something in the middle? If the _key_ is same as before React assumes that the DOM element represents the same component as before. But that is no longer true.","293","1878","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Index as a key is an anti-pattern","33","Lists and Keys – React","22","> ## Excerpt","12","Excerpt","7","","","","","","","","","","242542","1643","5.838","2","","179","170","0","97.700","209","198","0","73","59","0","","","","","6cfecc142abacc8d08ca3aeaf2c52970","0.258","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/","2022-01-05 20:32:54"
